Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Product ID,Sales ID,Sales,Quantity,Discount,Profit
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630,Corporate,OFF-ST-10004950,17,41.96,2,0,7.9724
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630,Corporate,OFF-ST-10004123,5,636.86,7,0,0
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630,Corporate,TEC-PH-10000730,18,499.99,1,0,129.9974
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630,Corporate,TEC-PH-10000895,19,1259.93,7,0,327.5818
CA-2015-109575,9/18/2015,9/23/2015,Standard Class,KH-16630,Corporate,OFF-BI-10000962,18,65.08,4,0,31.8892
CA-2017-168193,3/6/2017,3/11/2017,Second Class,RM-19750,Consumer,OFF-PA-10002254,13,26.38,1,0,12.1348
CA-2017-168193,3/6/2017,3/11/2017,Second Class,RM-19750,Consumer,FUR-FU-10002554,2,71.97,3,0,16.5531
CA-2016-115476,3/17/2016,3/17/2016,Same Day,VM-21835,Consumer,TEC-PH-10000673,18,129.98,2,0,62.3904
CA-2016-115476,3/17/2016,3/17/2016,Same Day,VM-21835,Consumer,OFF-BI-10000962,18,32.54,2,0,15.9446
CA-2016-133340,12/9/2016,12/13/2016,Standard Class,LH-17155,Consumer,TEC-PH-10003988,15,10.9,1,0,3.052
CA-2016-133340,12/9/2016,12/13/2016,Standard Class,LH-17155,Consumer,TEC-AC-10001109,11,59.98,2,0,25.1916
CA-2016-133340,12/9/2016,12/13/2016,Standard Class,LH-17155,Consumer,OFF-AP-10002311,8,61.929,1,0.1,23.3954
CA-2016-137848,1/15/2016,1/21/2016,Standard Class,WB-21850,Consumer,OFF-EN-10001137,7,16.52,4,0,7.5992
CA-2016-137848,1/15/2016,1/21/2016,Standard Class,WB-21850,Consumer,OFF-PA-10004285,13,60.12,9,0,28.8576
CA-2016-137848,1/15/2016,1/21/2016,Standard Class,WB-21850,Consumer,OFF-BI-10002225,11,49.536,3,0.2,17.3376
CA-2014-113047,10/24/2014,10/24/2014,Same Day,AP-10915,Consumer,OFF-FA-10002763,4,11.85,3,0,3.792
CA-2016-149979,9/23/2016,9/28/2016,Second Class,RA-19915,Consumer,OFF-ST-10003058,17,118.25,5,0,34.2925
CA-2016-149979,9/23/2016,9/28/2016,Second Class,RA-19915,Consumer,FUR-CH-10002084,20,368.97,3,0,81.1734
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,FUR-FU-10002937,13,198.46,2,0,99.23
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,OFF-AP-10001242,3,321.92,4,0,96.576
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,TEC-CO-10001571,11,879.984,2,0.2,329.994
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,OFF-SU-10002503,14,28.4,5,0,8.236
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,FUR-CH-10004886,15,230.28,3,0.2,23.028
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,OFF-PA-10001289,6,116.28,3,0,56.9772
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,OFF-BI-10003650,12,841.568,2,0.2,294.5488
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,Corporate,OFF-ST-10001370,13,354.9,5,0,17.745
CA-2016-116799,3/3/2016,3/6/2016,First Class,JG-15310,Corporate,OFF-PA-10001892,3,42.784,7,0.2,15.5092
CA-2016-116799,3/3/2016,3/6/2016,First Class,JG-15310,Corporate,FUR-CH-10004983,14,563.43,5,0.3,-56.343
CA-2016-111283,2/29/2016,3/4/2016,Standard Class,LC-16870,Consumer,OFF-AR-10001615,15,111.104,7,0.2,8.3328
CA-2015-167745,9/18/2015,9/23/2015,Standard Class,GB-14530,Corporate,OFF-AR-10003602,13,11.68,2,0,5.4896
CA-2015-167745,9/18/2015,9/23/2015,Standard Class,GB-14530,Corporate,OFF-SU-10004782,17,16.9,2,0,5.07
CA-2015-167745,9/18/2015,9/23/2015,Standard Class,GB-14530,Corporate,FUR-FU-10001591,1,24.4,2,0,10.248
CA-2017-104577,5/12/2017,5/17/2017,Standard Class,CK-12205,Consumer,OFF-PA-10000659,3,87.6,5,0,42.048
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160,Corporate,FUR-BO-10001337,1,241.96,2,0,24.196
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160,Corporate,OFF-BI-10003529,5,8.52,3,0,4.1748
CA-2017-125878,2/25/2017,3/2/2017,Standard Class,MH-18025,Consumer,OFF-BI-10002609,14,1.788,3,0.8,-3.0396
CA-2016-163153,3/21/2016,3/25/2016,Standard Class,DM-12955,Corporate,FUR-TA-10004767,10,99.372,2,0.3,-1.4196
CA-2016-163153,3/21/2016,3/25/2016,Standard Class,DM-12955,Corporate,OFF-AR-10001868,1,1.344,1,0.2,0.504
CA-2015-103205,12/8/2015,12/10/2015,Second Class,JJ-15760,Home Office,TEC-PH-10004896,10,119.96,5,0.2,11.996
CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585,Corporate,FUR-CH-10000988,17,1013.832,9,0.2,101.3832
CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585,Corporate,OFF-FA-10000490,13,1.984,2,0.2,0.6696
CA-2016-155530,12/17/2016,12/21/2016,Standard Class,CM-12160,Consumer,FUR-TA-10004256,15,2003.52,6,0.2,-325.572
US-2016-101196,5/12/2016,5/17/2016,Standard Class,FM-14215,Corporate,OFF-ST-10004804,8,82.368,2,0.2,-19.5624
CA-2014-115357,8/6/2014,8/11/2014,Second Class,RF-19735,Consumer,TEC-AC-10000023,16,62.91,3,0,22.6476
US-2014-102715,4/11/2014,4/13/2014,Second Class,JK-15370,Consumer,OFF-FA-10001332,16,6.912,3,0.2,2.3328
US-2014-102715,4/11/2014,4/13/2014,Second Class,JK-15370,Consumer,TEC-AC-10002001,13,383.976,3,0.2,81.5949
US-2014-102715,4/11/2014,4/13/2014,Second Class,JK-15370,Consumer,OFF-PA-10000029,8,10.368,2,0.2,3.6288
US-2014-102715,4/11/2014,4/13/2014,Second Class,JK-15370,Consumer,TEC-AC-10001874,19,335.944,7,0.2,41.993
CA-2015-107937,5/3/2015,5/8/2015,Standard Class,JB-16045,Home Office,FUR-FU-10002298,3,665.88,6,0,106.5408
US-2017-148768,11/30/2017,12/2/2017,Second Class,PN-18775,Home Office,TEC-PH-10002564,9,71.976,3,0.2,8.997
CA-2017-118521,2/16/2017,2/20/2017,Standard Class,LF-17185,Consumer,OFF-PA-10003465,10,37.94,2,0,18.2112
CA-2014-149643,11/16/2014,11/20/2014,Standard Class,RH-19510,Home Office,TEC-PH-10000038,2,273.96,2,0,10.9584
CA-2015-135314,7/9/2015,7/14/2015,Second Class,MC-17575,Consumer,TEC-PH-10003072,17,269.982,3,0.4,40.4973
CA-2017-165204,11/13/2017,11/16/2017,Second Class,MN-17935,Consumer,OFF-PA-10003424,2,8.904,3,0.2,3.339
CA-2017-165204,11/13/2017,11/16/2017,Second Class,MN-17935,Consumer,OFF-ST-10003716,15,720.064,4,0.2,-63.0056
CA-2017-125752,7/31/2017,8/4/2017,Standard Class,EH-14125,Home Office,TEC-AC-10003590,16,41.424,2,0.2,8.2848
CA-2017-112487,12/26/2017,12/30/2017,Standard Class,TC-21535,Home Office,OFF-BI-10000494,2,3.132,2,0.7,-2.61
CA-2016-144218,10/31/2016,11/4/2016,Standard Class,JD-15895,Corporate,OFF-ST-10002615,13,1085.42,7,0,282.2092
CA-2016-169971,9/4/2016,9/9/2016,Standard Class,IL-15100,Consumer,OFF-AR-10002804,12,3.912,1,0.2,1.0269
CA-2016-169971,9/4/2016,9/9/2016,Standard Class,IL-15100,Consumer,OFF-AR-10001044,1,62.376,3,0.2,7.0173
US-2016-133508,4/17/2016,4/21/2016,Standard Class,SW-20350,Home Office,OFF-FA-10000134,9,29.05,5,0,9.0055
CA-2014-107139,7/5/2014,7/11/2014,Standard Class,DP-13390,Home Office,OFF-BI-10001670,8,180.96,6,0.2,67.86
CA-2015-111325,2/27/2015,2/28/2015,First Class,BT-11395,Corporate,OFF-BI-10000343,17,4.419,3,0.7,-3.3879
CA-2015-111325,2/27/2015,2/28/2015,First Class,BT-11395,Corporate,OFF-AR-10002257,18,16.032,6,0.2,2.2044
CA-2015-163762,11/27/2015,12/1/2015,Standard Class,JE-15475,Consumer,OFF-AR-10001915,2,29.79,3,0,12.5118
US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Consumer,OFF-ST-10003692,5,57.23,1,0,14.3075
US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Consumer,FUR-TA-10003469,13,333,3,0.2,-16.65
US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Consumer,OFF-AR-10003179,3,36.44,4,0,12.0252
CA-2017-121314,9/23/2017,9/26/2017,First Class,BE-11410,Consumer,OFF-PA-10003395,13,251.64,3,0.2,88.074
CA-2017-147760,11/4/2017,11/5/2017,First Class,KL-16555,Corporate,FUR-TA-10004575,8,523.764,3,0.4,-192.0468
CA-2017-147760,11/4/2017,11/5/2017,First Class,KL-16555,Corporate,TEC-PH-10002483,2,1359.96,5,0.2,118.9965
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,FUR-CH-10003606,11,102.592,1,0.2,10.2592
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,TEC-AC-10002473,17,22.704,1,0.2,5.9598
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,OFF-PA-10002319,15,93.024,3,0.2,33.7212
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,OFF-SU-10000946,17,12.768,2,0.2,1.4364
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,OFF-EN-10001335,15,35.008,4,0.2,13.128
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,Consumer,OFF-PA-10002377,14,39.152,1,0.2,14.682
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,OFF-AR-10001246,3,11.76,5,0.2,1.323
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,OFF-BI-10003291,5,5.238,2,0.7,-4.0158
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,OFF-BI-10002799,13,4.662,3,0.7,-3.7296
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,FUR-CH-10003298,20,523.92,5,0.2,-72.039
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,TEC-PH-10000441,2,100.792,1,0.2,10.0792
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690,Corporate,FUR-CH-10004477,19,146.136,3,0.2,16.4403
CA-2017-147753,3/5/2017,3/5/2017,Same Day,PK-19075,Consumer,OFF-LA-10003537,1,25.06,2,0,11.7782
CA-2015-103961,11/5/2015,11/9/2015,Standard Class,NG-18430,Consumer,OFF-LA-10004484,11,19.824,6,0.2,6.4428
CA-2016-152471,7/8/2016,7/8/2016,Same Day,ZD-21925,Consumer,TEC-PH-10002824,16,823.96,5,0.2,51.4975
CA-2016-152471,7/8/2016,7/8/2016,Same Day,ZD-21925,Consumer,OFF-PA-10004965,4,15.984,2,0.2,4.995
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400,Consumer,FUR-TA-10003569,11,801.96,2,0,200.49
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400,Consumer,TEC-PH-10003187,7,59.97,3,0,0
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400,Consumer,FUR-CH-10004853,12,1056.86,7,0,306.4894
CA-2017-141873,10/9/2017,10/14/2017,Standard Class,HG-14845,Consumer,OFF-BI-10001031,14,12.816,3,0.2,4.3254
CA-2017-141873,10/9/2017,10/14/2017,Standard Class,HG-14845,Consumer,FUR-BO-10003034,13,314.352,3,0.2,-15.7176
CA-2017-141873,10/9/2017,10/14/2017,Standard Class,HG-14845,Consumer,OFF-PA-10000069,4,18.98,2,0,8.9206
CA-2017-141873,10/9/2017,10/14/2017,Standard Class,HG-14845,Consumer,OFF-BI-10003655,16,18.24,6,0.2,6.156
CA-2015-140984,9/14/2015,9/18/2015,Standard Class,CC-12685,Consumer,OFF-ST-10000585,18,991.2,6,0,257.712
CA-2015-140984,9/14/2015,9/18/2015,Standard Class,CC-12685,Consumer,TEC-CO-10001571,9,879.984,2,0.2,329.994
CA-2015-140984,9/14/2015,9/18/2015,Standard Class,CC-12685,Consumer,OFF-BI-10002012,10,12.96,9,0.2,4.536
CA-2014-132801,10/7/2014,10/12/2014,Standard Class,JG-15805,Corporate,OFF-ST-10001228,17,107.44,10,0.2,10.744
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540,Corporate,FUR-CH-10004086,17,1458.65,5,0,423.0085
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540,Corporate,FUR-CH-10002017,15,26.64,1,0,7.4592
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540,Corporate,FUR-CH-10000595,20,476.8,2,0,119.2
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540,Corporate,OFF-AP-10001563,10,87.444,2,0.1,18.4604
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230,Consumer,FUR-FU-10004017,13,76.14,3,0,26.649
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230,Consumer,OFF-BI-10002571,11,19.96,2,0,9.3812
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295,Corporate,TEC-PH-10000560,4,1049.97,5,0.4,-209.994
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295,Corporate,FUR-CH-10000847,17,611.058,3,0.3,-34.9176
CA-2014-100363,4/8/2014,4/15/2014,Standard Class,JM-15655,Corporate,OFF-FA-10000611,20,2.368,2,0.2,0.8288
CA-2014-100363,4/8/2014,4/15/2014,Standard Class,JM-15655,Corporate,OFF-PA-10004733,15,19.008,3,0.2,6.8904
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720,Consumer,TEC-PH-10001363,13,911.984,2,0.2,113.998
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720,Consumer,FUR-CH-10003312,16,674.352,3,0.2,-109.5822
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720,Consumer,FUR-FU-10004018,11,134.01,9,0,36.1827
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720,Consumer,TEC-AC-10004814,9,170.97,3,0,70.0977
US-2014-109162,6/8/2014,6/12/2014,Standard Class,KE-16420,Corporate,FUR-CH-10002647,2,170.352,3,0.2,10.647
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,OFF-BI-10004140,19,7.184,2,0.2,2.245
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,OFF-SU-10002301,18,6.28,2,0,0.0628
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,OFF-SU-10000646,5,480.74,2,0,14.4222
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,FUR-BO-10001337,20,616.998,6,0.15,-36.294
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,OFF-ST-10003442,16,141.4,5,0,38.178
CA-2017-129000,11/25/2017,11/27/2017,Second Class,SZ-20035,Home Office,OFF-ST-10001097,4,501.81,3,0,0
CA-2017-161053,9/22/2017,9/23/2017,First Class,JE-15745,Consumer,OFF-BI-10004318,16,691.96,4,0,318.3016
CA-2017-161053,9/22/2017,9/23/2017,First Class,JE-15745,Consumer,TEC-AC-10004633,13,34.95,5,0,15.378
CA-2015-142377,12/4/2015,12/9/2015,Standard Class,MS-17980,Corporate,OFF-PA-10001970,10,85.96,7,0,40.4012
CA-2015-127593,9/21/2015,9/21/2015,Same Day,DH-13675,Home Office,FUR-FU-10004006,10,85.3,2,0,14.501
CA-2017-130526,11/26/2017,11/29/2017,First Class,GT-14755,Consumer,OFF-BI-10001524,5,33.568,8,0.8,-53.7088
US-2017-131849,6/6/2017,6/10/2017,Standard Class,GH-14410,Home Office,FUR-FU-10004164,5,4.95,1,0,2.178
US-2017-131849,6/6/2017,6/10/2017,Standard Class,GH-14410,Home Office,OFF-ST-10002957,6,26.4,5,0,0
US-2017-105389,10/23/2017,10/28/2017,Second Class,DM-13015,Consumer,OFF-BI-10004364,2,3.564,3,0.8,-6.237
US-2017-105389,10/23/2017,10/28/2017,Second Class,DM-13015,Consumer,TEC-PH-10002824,7,823.96,5,0.2,51.4975
US-2017-105389,10/23/2017,10/28/2017,Second Class,DM-13015,Consumer,OFF-AR-10000634,13,10.272,3,0.2,0.8988
CA-2014-140816,12/20/2014,12/20/2014,Same Day,TC-21295,Consumer,TEC-AC-10001539,14,447.944,7,0.2,89.5888
CA-2017-154039,2/17/2017,2/22/2017,Standard Class,JK-16120,Home Office,FUR-TA-10001932,1,480.96,3,0.5,-269.3376
CA-2017-154039,2/17/2017,2/22/2017,Standard Class,JK-16120,Home Office,TEC-PH-10002789,20,124.792,1,0.2,10.9193
CA-2014-135755,5/3/2014,5/10/2014,Standard Class,NC-18415,Consumer,OFF-BI-10004828,2,40.176,3,0.2,14.5638
CA-2014-135755,5/3/2014,5/10/2014,Standard Class,NC-18415,Consumer,OFF-BI-10003981,11,10.896,3,0.2,3.9498
CA-2017-123246,10/17/2017,10/19/2017,Second Class,AJ-10960,Consumer,OFF-AR-10001770,16,10.64,4,0,2.7664
CA-2015-157133,11/28/2015,12/3/2015,Standard Class,LC-16885,Consumer,FUR-FU-10004904,9,151.96,5,0.6,-182.352
CA-2014-124709,7/27/2014,7/29/2014,Second Class,GW-14605,Consumer,TEC-AC-10002842,16,238,2,0,38.08
CA-2017-146360,4/23/2017,4/25/2017,Second Class,SC-20305,Consumer,TEC-AC-10003590,8,155.34,6,0,55.9224
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,TEC-AC-10000710,20,148.32,9,0,63.7776
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,FUR-CH-10004495,4,240.784,1,0.2,27.0882
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,FUR-CH-10004540,19,191.968,7,0.2,16.7972
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,OFF-PA-10004971,13,11.56,2,0,5.6644
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,OFF-EN-10002600,2,11.8,4,0,5.664
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Consumer,FUR-CH-10001854,17,842.352,3,0.2,42.1176
CA-2016-136231,9/5/2016,9/7/2016,Second Class,DM-13015,Consumer,OFF-EN-10001099,19,23.472,3,0.2,7.6284
CA-2016-136231,9/5/2016,9/7/2016,Second Class,DM-13015,Consumer,OFF-BI-10001597,10,86.058,7,0.7,-63.1092
CA-2016-136231,9/5/2016,9/7/2016,Second Class,DM-13015,Consumer,TEC-PH-10002660,17,108.784,2,0.2,6.799
CA-2016-136231,9/5/2016,9/7/2016,Second Class,DM-13015,Consumer,OFF-PA-10000327,3,10.272,3,0.2,3.21
CA-2016-140641,10/28/2016,11/2/2016,Standard Class,EP-13915,Consumer,OFF-BI-10001191,9,38.19,5,0.7,-26.733
CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,Corporate,OFF-ST-10003455,9,49.632,4,0.2,3.7224
CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,Corporate,OFF-ST-10001031,9,52.096,4,0.2,3.9072
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Consumer,OFF-PA-10002245,17,9.568,2,0.2,2.99
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Consumer,OFF-ST-10004804,7,82.368,2,0.2,-19.5624
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Consumer,FUR-FU-10004904,12,364.704,6,0.2,-36.4704
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Consumer,FUR-FU-10002396,10,40.256,4,0.2,11.0704
CA-2014-152849,7/5/2014,7/12/2014,Standard Class,DW-13195,Corporate,OFF-AR-10002833,17,4.368,3,0.2,0.3822
US-2017-127341,1/29/2017,2/2/2017,Standard Class,CK-12595,Consumer,OFF-BI-10001072,15,12.128,4,0.8,-20.6176
CA-2016-167759,3/3/2016,3/8/2016,Second Class,CC-12670,Consumer,TEC-PH-10003171,13,134.85,3,0,37.758
CA-2014-100895,6/2/2014,6/6/2014,Standard Class,SV-20785,Consumer,OFF-AR-10004511,15,8.56,2,0,2.6536
CA-2014-100895,6/2/2014,6/6/2014,Standard Class,SV-20785,Consumer,TEC-PH-10001425,8,239.97,3,0,67.1916
CA-2014-100895,6/2/2014,6/6/2014,Standard Class,SV-20785,Consumer,OFF-ST-10001490,20,356.94,2,0,107.082
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Corporate,TEC-AC-10003033,6,659.9,2,0,217.767
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Corporate,FUR-CH-10001394,11,1684.752,6,0.2,210.594
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Corporate,TEC-AC-10000420,10,559.92,8,0,190.3728
US-2016-144547,11/10/2016,11/14/2016,Standard Class,MS-17770,Consumer,TEC-AC-10004901,13,279.944,7,0.2,48.9902
US-2014-112200,11/22/2014,11/28/2014,Standard Class,TC-21475,Home Office,OFF-BI-10002571,12,9.98,5,0.8,-16.467
CA-2017-110212,5/1/2017,5/5/2017,Standard Class,SJ-20125,Home Office,TEC-AC-10002331,12,48.9,5,0,18.093
CA-2017-134285,12/7/2017,12/12/2017,Standard Class,DS-13180,Corporate,OFF-FA-10000611,17,3.552,3,0.2,1.2432
CA-2017-134285,12/7/2017,12/12/2017,Standard Class,DS-13180,Corporate,OFF-PA-10000304,2,15.552,3,0.2,5.4432
CA-2017-102267,11/30/2017,12/4/2017,Standard Class,SC-20800,Consumer,OFF-FA-10000611,5,2.368,2,0.2,0.8288
CA-2017-157980,12/7/2017,12/9/2017,First Class,SH-20395,Consumer,TEC-AC-10002567,1,127.984,2,0.2,25.5968
CA-2015-121097,1/3/2015,1/8/2015,Standard Class,SF-20965,Corporate,OFF-PA-10001937,16,10.368,2,0.2,3.6288
CA-2015-151043,11/14/2015,11/20/2015,Standard Class,MG-17680,Home Office,TEC-AC-10001090,2,47.984,2,0.2,-1.1996
US-2015-119312,10/2/2015,10/7/2015,Second Class,CS-12400,Home Office,OFF-ST-10000943,13,270.34,14,0,75.6952
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,OFF-AP-10004036,8,98.112,7,0.2,18.396
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,OFF-ST-10003816,9,563.808,4,0.2,21.1428
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,OFF-BI-10002072,4,10.428,4,0.7,-6.952
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,FUR-FU-10001468,19,547.136,4,0.2,-68.392
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,TEC-PH-10000347,1,14.85,5,0.4,-3.2175
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,TEC-PH-10002844,12,41.988,2,0.4,-9.7972
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,FUR-FU-10001037,18,7.584,1,0.2,2.37
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Home Office,FUR-BO-10004218,7,352.45,5,0.5,-211.47
CA-2017-126788,6/5/2017,6/6/2017,First Class,AB-10105,Consumer,TEC-PH-10001619,20,470.376,3,0.2,52.9173
CA-2017-148068,9/18/2017,9/25/2017,Standard Class,MM-18280,Corporate,OFF-PA-10001639,7,19.44,3,0,9.3312
CA-2017-148068,9/18/2017,9/25/2017,Standard Class,MM-18280,Corporate,FUR-FU-10002268,4,9.82,2,0,3.2406
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Consumer,FUR-TA-10001932,7,801.6,5,0.5,-448.896
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Consumer,FUR-CH-10004218,19,161.568,2,0.2,10.098
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Consumer,OFF-PA-10000246,16,16.096,2,0.2,5.2312
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Consumer,OFF-BI-10003350,2,7.656,4,0.7,-6.1248
US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Consumer,FUR-CH-10000513,11,311.976,3,0.2,-42.8967
US-2015-148817,12/1/2015,12/7/2015,Standard Class,KD-16495,Corporate,OFF-ST-10001321,13,61.68,4,0,16.6536
US-2015-148817,12/1/2015,12/7/2015,Standard Class,KD-16495,Corporate,OFF-BI-10004233,4,63.96,4,0,30.7008
CA-2016-110044,6/28/2016,7/2/2016,Second Class,RF-19735,Consumer,TEC-PH-10001299,15,359.976,3,0.2,35.9976
CA-2017-146920,8/28/2017,9/1/2017,Standard Class,SC-20305,Consumer,OFF-PA-10002479,14,25.344,6,0.2,7.92
CA-2017-146920,8/28/2017,9/1/2017,Standard Class,SC-20305,Consumer,OFF-PA-10001461,17,26.72,5,0.2,9.352
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Consumer,OFF-ST-10004963,1,30.28,2,0,1.2112
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Consumer,OFF-ST-10000943,11,57.93,3,0,16.2204
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Consumer,FUR-FU-10004671,7,35.34,2,0,13.4292
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Consumer,OFF-BI-10002735,3,137.24,5,0.2,46.3185
CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Consumer,FUR-BO-10004409,6,241.332,5,0.32,-14.196
CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Consumer,OFF-PA-10001934,7,5.184,1,0.2,1.8792
CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,Consumer,OFF-AR-10001044,6,145.544,7,0.2,16.3737
CA-2016-132094,8/26/2016,9/2/2016,Standard Class,VG-21805,Corporate,OFF-AR-10004165,4,5.472,3,0.2,1.6416
CA-2016-132094,8/26/2016,9/2/2016,Standard Class,VG-21805,Corporate,TEC-AC-10001109,5,47.984,2,0.2,13.1956
CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,Consumer,OFF-AR-10001919,3,9.4,5,0,2.726
CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,Consumer,OFF-LA-10004544,10,74,5,0,37
CA-2017-123001,9/2/2017,9/8/2017,Standard Class,AW-10840,Consumer,TEC-PH-10003484,17,201.584,2,0.2,12.599
CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Consumer,OFF-EN-10001028,18,28.752,3,0.2,9.3444
CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Consumer,OFF-PA-10004156,3,27.216,3,0.2,9.8658
